2630000.00  , 0%
2664000.00  , -1%
2632000.00  , 0%
2773000.00  , -5%
2765000.00  , -4%
2798000.00  , -6%
2764000.00  , -4%
2760000.00  , -4%
2791000.00  , -5%
2789000.00  , -5%
2767000.00  , -4%
2796000.00  , -5%
2819000.00  , -6%
2820000.00  , -6%
2817000.00  , -6%
2838000.00  , -7%
2805000.00  , -6%
2819000.00  , -6%
2819000.00  , -6%
2853000.00  , -7%
2861000.00  , -8%
2754000.00  , -4%
2702000.00  , -2%
2654000.00  , 0%
2620000.00  , 0%
2695000.00  , -2%
2702000.00  , -2%
2715000.00  , -3%
2692000.00  , -2%
2649000.00  , 0%
2738000.00  , -3%
2740000.00  , -4%
2696000.00  , -2%
2700000.00  , -2%
2740000.00  , -4%
2732000.00  , -3%
2640000.00  , 0%
2564000.00  , 2%
2563000.00  , 2%
2584000.00  , 1%
2583000.00  , 1%
2681000.00  , -1%
2650000.00  , 0%
2640000.00  , 0%
2611000.00  , 0%
2606000.00  , 0%
2624000.00  , 0%
2520000.00  , 4%
2515000.00  , 4%
2481000.00  , 6%
2480000.00  , 6%
2490000.00  , 5%
2454000.00  , 7%
2406000.00  , 9%
2350000.00  , 11%
2338000.00  , 12%
2302000.00  , 14%
2324000.00  , 13%
2316000.00  , 13%
2310000.00  , 13%
2304000.00  , 14%
2305000.00  , 14%
2351000.00  , 11%
2376000.00  , 10%
2374000.00  , 10%
2350000.00  , 11%
2342000.00  , 12%
2345000.00  , 12%
2352000.00  , 11%
2310000.00  , 13%
2250000.00  , 16%
2231000.00  , 17%
2295000.00  , 14%
2314000.00  , 13%
2386000.00  , 10%
2379000.00  , 10%
2385000.00  , 10%
2389000.00  , 10%
2450000.00  , 7%
2430000.00  , 8%
2410000.00  , 9%
2388000.00  , 10%
2490000.00  , 5%
2492000.00  , 5%
2500000.00  , 5%
2543000.00  , 3%
2554000.00  , 2%
2560000.00  , 2%
2537000.00  , 3%
2542000.00  , 3%
2532000.00  , 3%
2524000.00  , 4%
2528000.00  , 4%
2494000.00  , 5%
2450000.00  , 7%
2433000.00  , 8%
2393000.00  , 9%
2403000.00  , 9%
2379000.00  , 10%
2350000.00  , 11%
2361000.00  , 11%
2377000.00  , 10%
2397000.00  , 9%
2385000.00  , 10%
2415000.00  , 8%
2414000.00  , 8%
2381000.00  , 10%
2398000.00  , 9%
2374000.00  , 10%
2407000.00  , 9%
2328000.00  , 12%
2279000.00  , 15%
2284000.00  , 15%
2268000.00  , 15%
2270000.00  , 15%
2269000.00  , 15%
2305000.00  , 14%
2258000.00  , 16%
2265000.00  , 16%
2297000.00  , 14%
2298000.00  , 14%
2234000.00  , 17%
2235000.00  , 17%
2232000.00  , 17%
2281000.00  , 15%
2304000.00  , 14%
2284000.00  , 15%
2244000.00  , 17%
2246000.00  , 17%
2255000.00  , 16%
2236000.00  , 17%
2297000.00  , 14%
2317000.00  , 13%
2319000.00  , 13%
2305000.00  , 14%
2291000.00  , 14%
2275000.00  , 15%
2280000.00  , 15%
2351000.00  , 11%
2276000.00  , 15%
2245000.00  , 17%
2231000.00  , 17%
2192000.00  , 19%
2140000.00  , 22%
2135000.00  , 23%
2062000.00  , 27%
2038000.00  , 29%
2014000.00  , 30%
2045000.00  , 28%
2075000.00  , 26%
2078000.00  , 26%
2101000.00  , 25%
2121000.00  , 23%
2095000.00  , 25%
2080000.00  , 26%
2097000.00  , 25%
2080000.00  , 26%
2092000.00  , 25%
2107000.00  , 24%
2104000.00  , 25%
2072000.00  , 26%
2060000.00  , 27%
2099000.00  , 25%
2089000.00  , 25%
2074000.00  , 26%
2060000.00  , 27%
2075000.00  , 26%
2090000.00  , 25%
2123000.00  , 23%
2128000.00  , 23%
2095000.00  , 25%
2120000.00  , 24%
2092000.00  , 25%
2070000.00  , 27%
2068000.00  , 27%
2030000.00  , 29%
2009000.00  , 30%
2010000.00  , 30%
2010000.00  , 30%
2010000.00  , 30%
2004000.00  , 31%
1981000.00  , 32%
1986000.00  , 32%
1922000.00  , 36%
1903000.00  , 38%
1911000.00  , 37%
1959000.00  , 34%
1965000.00  , 33%
1947000.00  , 35%
1933000.00  , 36%
1893000.00  , 38%
1901000.00  , 38%
1886000.00  , 39%
1879000.00  , 39%
1898000.00  , 38%
1918000.00  , 37%
1920000.00  , 36%
1920000.00  , 36%
1941000.00  , 35%
1978000.00  , 32%
1973000.00  , 33%
1968000.00  , 33%
1956000.00  , 34%
1973000.00  , 33%
1995000.00  , 31%
1970000.00  , 33%
1908000.00  , 37%
1903000.00  , 38%
1860000.00  , 41%
1874000.00  , 40%
1847000.00  , 42%
1848000.00  , 42%
1833000.00  , 43%
1873000.00  , 40%
1940000.00  , 35%
1914000.00  , 37%
1862000.00  , 41%
1861000.00  , 41%
1810000.00  , 45%
1778000.00  , 47%
1808000.00  , 45%
1824000.00  , 44%
1805000.00  , 45%
1802000.00  , 45%
1788000.00  , 47%
1799000.00  , 46%
1798000.00  , 46%
1782000.00  , 47%
1809000.00  , 45%
1805000.00  , 45%
1812000.00  , 45%
1795000.00  , 46%
1793000.00  , 46%
1759000.00  , 49%
1777000.00  , 48%
1766000.00  , 48%
1752000.00  , 50%
1780000.00  , 47%
1790000.00  , 46%
1772000.00  , 48%
1748000.00  , 50%
1718000.00  , 53%
1727000.00  , 52%
1749000.00  , 50%
