
28-Nov-17,2514.19
27-Nov-17,2507.81
24-Nov-17,2544.33
23-Nov-17,2537.15
22-Nov-17,2540.51
21-Nov-17,2530.70
20-Nov-17,2527.67
17-Nov-17,2533.99
16-Nov-17,2534.79
15-Nov-17,2518.25
14-Nov-17,2526.64
13-Nov-17,2530.35
10-Nov-17,2542.95
9-Nov-17,2550.57
8-Nov-17,2552.40
7-Nov-17,2545.44
6-Nov-17,2549.41
3-Nov-17,2557.97
2-Nov-17,2546.36
1-Nov-17,2556.47
31-Oct-17,2523.43
30-Oct-17,2501.93
27-Oct-17,2496.63
26-Oct-17,2480.63
25-Oct-17,2492.50
24-Oct-17,2490.49
23-Oct-17,2490.05
20-Oct-17,2489.54
19-Oct-17,2473.06
18-Oct-17,2482.91
17-Oct-17,2484.37
16-Oct-17,2480.05
13-Oct-17,2473.62
12-Oct-17,2474.76
11-Oct-17,2458.16
10-Oct-17,2433.81
29-Sep-17,2394.47
28-Sep-17,2373.14
27-Sep-17,2372.57
26-Sep-17,2374.32
25-Sep-17,2380.40
22-Sep-17,2388.71
21-Sep-17,2406.50
20-Sep-17,2412.20
19-Sep-17,2416.05
18-Sep-17,2418.21
15-Sep-17,2386.07
14-Sep-17,2377.66
13-Sep-17,2360.18
12-Sep-17,2365.47
11-Sep-17,2359.08
8-Sep-17,2343.72
7-Sep-17,2346.19
6-Sep-17,2319.82
5-Sep-17,2326.62
4-Sep-17,2329.65
1-Sep-17,2357.69
31-Aug-17,2363.19
30-Aug-17,2372.29
29-Aug-17,2364.74
28-Aug-17,2370.30
25-Aug-17,2378.51
24-Aug-17,2375.84
23-Aug-17,2366.40
22-Aug-17,2365.33
21-Aug-17,2355.00
18-Aug-17,2358.37
17-Aug-17,2361.67
16-Aug-17,2348.26
14-Aug-17,2334.22
11-Aug-17,2319.71
10-Aug-17,2359.47
9-Aug-17,2368.39
8-Aug-17,2394.73
7-Aug-17,2398.75
4-Aug-17,2395.45
3-Aug-17,2386.85
2-Aug-17,2427.63
1-Aug-17,2422.96
31-Jul-17,2402.71
28-Jul-17,2400.99
27-Jul-17,2443.24
26-Jul-17,2434.51
25-Jul-17,2439.90
24-Jul-17,2451.53
21-Jul-17,2450.06
20-Jul-17,2441.84
19-Jul-17,2429.94
18-Jul-17,2426.04
17-Jul-17,2425.10
14-Jul-17,2414.63
13-Jul-17,2409.49
12-Jul-17,2391.77
11-Jul-17,2396.00
10-Jul-17,2382.10
7-Jul-17,2379.87
6-Jul-17,2387.81
5-Jul-17,2388.35
4-Jul-17,2380.52
3-Jul-17,2394.48
30-Jun-17,2391.79
29-Jun-17,2395.66
28-Jun-17,2382.56
27-Jun-17,2391.95
26-Jun-17,2388.66
23-Jun-17,2378.60
22-Jun-17,2370.37
21-Jun-17,2357.53
20-Jun-17,2369.23
19-Jun-17,2370.90
16-Jun-17,2361.83
15-Jun-17,2361.65
14-Jun-17,2372.64
13-Jun-17,2374.70
12-Jun-17,2357.87
9-Jun-17,2381.69
8-Jun-17,2363.57
7-Jun-17,2360.14
5-Jun-17,2368.62
2-Jun-17,2371.72
1-Jun-17,2344.61
31-May-17,2347.38
30-May-17,2343.68
29-May-17,2352.97
26-May-17,2355.30
25-May-17,2342.93
24-May-17,2317.34
23-May-17,2311.74
22-May-17,2304.03
19-May-17,2288.48
18-May-17,2286.82
17-May-17,2293.08
