
7-Dec-17,2537000.00
6-Dec-17,2501000.00
5-Dec-17,2563000.00
4-Dec-17,2567000.00
1-Dec-17,2542000.00
30-Nov-17,2540000.00
29-Nov-17,2630000.00
28-Nov-17,2664000.00
27-Nov-17,2632000.00
24-Nov-17,2773000.00
23-Nov-17,2765000.00
22-Nov-17,2798000.00
21-Nov-17,2764000.00
20-Nov-17,2760000.00
17-Nov-17,2791000.00
16-Nov-17,2789000.00
15-Nov-17,2767000.00
14-Nov-17,2796000.00
13-Nov-17,2819000.00
10-Nov-17,2820000.00
9-Nov-17,2817000.00
8-Nov-17,2838000.00
7-Nov-17,2805000.00
6-Nov-17,2819000.00
3-Nov-17,2819000.00
2-Nov-17,2853000.00
1-Nov-17,2861000.00
31-Oct-17,2754000.00
30-Oct-17,2702000.00
27-Oct-17,2654000.00
26-Oct-17,2620000.00
25-Oct-17,2695000.00
24-Oct-17,2702000.00
23-Oct-17,2715000.00
20-Oct-17,2692000.00
19-Oct-17,2649000.00
18-Oct-17,2738000.00
17-Oct-17,2740000.00
16-Oct-17,2696000.00
13-Oct-17,2700000.00
12-Oct-17,2740000.00
11-Oct-17,2732000.00
10-Oct-17,2640000.00
29-Sep-17,2564000.00
28-Sep-17,2563000.00
27-Sep-17,2584000.00
26-Sep-17,2583000.00
25-Sep-17,2681000.00
22-Sep-17,2650000.00
21-Sep-17,2640000.00
20-Sep-17,2611000.00
19-Sep-17,2606000.00
18-Sep-17,2624000.00
15-Sep-17,2520000.00
14-Sep-17,2515000.00
13-Sep-17,2481000.00
12-Sep-17,2480000.00
11-Sep-17,2490000.00
8-Sep-17,2454000.00
7-Sep-17,2406000.00
6-Sep-17,2350000.00
5-Sep-17,2338000.00
4-Sep-17,2302000.00
1-Sep-17,2324000.00
31-Aug-17,2316000.00
30-Aug-17,2310000.00
29-Aug-17,2304000.00
28-Aug-17,2305000.00
25-Aug-17,2351000.00
24-Aug-17,2376000.00
23-Aug-17,2374000.00
22-Aug-17,2350000.00
21-Aug-17,2342000.00
18-Aug-17,2345000.00
17-Aug-17,2352000.00
16-Aug-17,2310000.00
14-Aug-17,2250000.00
11-Aug-17,2231000.00
10-Aug-17,2295000.00
9-Aug-17,2314000.00
8-Aug-17,2386000.00
7-Aug-17,2379000.00
4-Aug-17,2385000.00
3-Aug-17,2389000.00
2-Aug-17,2450000.00
1-Aug-17,2430000.00
31-Jul-17,2410000.00
28-Jul-17,2388000.00
27-Jul-17,2490000.00
26-Jul-17,2492000.00
25-Jul-17,2500000.00
24-Jul-17,2543000.00
21-Jul-17,2554000.00
20-Jul-17,2560000.00
19-Jul-17,2537000.00
18-Jul-17,2542000.00
17-Jul-17,2532000.00
14-Jul-17,2524000.00
